JobID,Title,ExperienceLevel,YearsOfExperience,Responsibilities,Keywords,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Skill_11,Skill_12,Skill_13,Skill_14,Skill_15,Skill_16,Skill_17,Skill_18,Skill_19,Skill_20,Skill_21,Skill_22,Skill_23,Skill_24,Skill_25,Skill_26,Skill_27,Skill_28,Skill_29,Skill_30,Skill_31,Skill_32,Skill_33,Skill_34,Skill_35
CW-112,Copywriter,Mid-Level,02-May,"Develop compelling copy for campaigns, web, and social media; Optimize content for SEO and keyword relevance; Conduct thorough research for accuracy; Edit and proofread content; Ensure brand voice consistency across all channels; Collaborate with marketing, design, and SEO teams; Use CMS and AI tools for content management; Support content strategy planning; Mentor junior copywriters; Track performance and refine content strategies",Copywriting; SEO; Content Research; Editing; Brand Voice; CMS; AI Tools; Storytelling; Collaboration; Digital Marketing,Copywriting,Seo Optimization,Content Research And Accuracy,Editing And Proofreading,Brand Voice Consistency,Digital Marketing Tools,Cms Proficiency,Ai-Assisted Content Creation,Storytelling And Creativity,Collaboration,,,,,,,,,,,,,,,,,,,,,,,,,
CW-113,Copywriter,Experienced,05-Aug,"Lead copywriting strategy and execution; Create SEO-optimized content across multiple channels; Edit and proofread for quality and brand voice alignment; Develop content for various formats: web, email, social media, video scripts; Integrate copy into digital marketing campaigns; Leverage AI-assisted content tools; Mentor junior writers and provide feedback; Manage content projects and deadlines; Measure content performance using analytics tools; Collaborate with cross-functional teams for content strategy",Copywriting; Content Strategy; SEO; Editing; Brand Messaging; Digital Marketing; AI Tools; Leadership; Project Management; Performance Analysis,Strategic Copywriting,Seo And Analytics,Multi-Format Content Creation,Editing And Proofreading,Brand Messaging And Consistency,Digital Marketing Integration,Ai-Assisted Writing Tools,Leadership And Mentoring,Project Management,Performance Measurement,,,,,,,,,,,,,,,,,,,,,,,,,
CW-114,Copywriter,Experienced,06-Oct,"Develop comprehensive content strategies; Produce high-quality copy optimized for SEO and engagement; Edit and proofread to maintain brand voice; Create content for multiple formats including digital campaigns, blogs, and videos; Integrate copy with marketing initiatives; Use AI tools to enhance content production; Lead and mentor content teams; Manage projects, timelines, and deadlines; Analyze content performance and adjust strategies; Collaborate with cross-functional teams to align content with business goals",Copywriting; Content Strategy; SEO; Editing; Digital Marketing; Brand Voice; AI Tools; Leadership; Project Management; Analytics,Content Strategy,Copywriting And Editing,Seo Optimization,Multi-Format Content Creation,Digital Marketing Integration,Brand Voice Consistency,Ai Content Tools,Team Leadership,Project Management,Analytics And Kpi Tracking,,,,,,,,,,,,,,,,,,,,,,,,,
CW-115,Copywriter,Fresher,0-1,Create engaging copy for websites and social media; Apply basic SEO practices; Research content topics for accuracy; Edit and proofread copy; Publish content using CMS tools; Adapt writing style to different audiences; Collaborate with marketing teams; Use AI writing tools to enhance productivity; Manage content deadlines; Support content performance tracking,Copywriting; SEO; Grammar; Storytelling; CMS; AI Tools; Research; Creativity; Collaboration; Time Management,Grammar And Punctuation,Persuasive Writing,Basic Seo Knowledge,Storytelling,Research And Fact-Checking,Cms Usage,Ai Writing Tools,Creativity,Time Management,Team Collaboration,,,,,,,,,,,,,,,,,,,,,,,,,
CW-116,Copywriter,Mid-Level,03-May,Write persuasive and SEO-optimized copy for campaigns; Edit and proofread content; Conduct research to ensure accuracy; Maintain brand voice across all content; Collaborate with marketing and design teams; Use CMS and AI tools for content production; Support content strategy development; Mentor junior writers; Track content performance; Create multi-format content,Copywriting; SEO; Content Research; Editing; Brand Voice; CMS; AI Tools; Digital Marketing; Collaboration; Creativity,Strategic Copywriting,Seo,Content Research,Editing And Proofreading,Brand Voice Consistency,Cms Proficiency,Ai-Assisted Writing Tools,Digital Marketing Knowledge,Collaboration,Creativity,,,,,,,,,,,,,,,,,,,,,,,,,
CW-117,Copywriter,Experienced,05-Aug,Lead content and copywriting strategy; Create high-quality SEO-optimized copy; Edit and proofread to maintain brand voice; Develop content for multiple formats; Integrate copy with marketing campaigns; Use AI tools to enhance content production; Mentor junior writers; Track KPIs and analyze performance; Manage projects and timelines; Collaborate with cross-functional teams,Copywriting; Content Strategy; SEO; Editing; Brand Voice; Digital Marketing; AI Tools; Leadership; Project Management; Analytics,Content Strategy,Copywriting,Seo Optimization,Multi-Format Content Creation,Editing And Proofreading,Brand Consistency,Digital Marketing Integration,Ai-Assisted Content Tools,Leadership,Performance Tracking,,,,,,,,,,,,,,,,,,,,,,,,,
CW-118,Copywriter,Experienced,06-Oct,"Develop and execute content strategies; Produce SEO-optimized copy for digital campaigns; Edit and proofread content ensuring brand consistency; Create multi-format content including blogs, emails, and social media posts; Integrate content with marketing strategy; Leverage AI tools for content creation; Lead and mentor content team; Manage content projects and deadlines; Analyze content performance and optimize; Collaborate with cross-functional teams for strategic alignment",Copywriting; Content Strategy; SEO; Editing; Digital Marketing; Brand Voice; AI Tools; Leadership; Project Management; Analytics,Strategic Content Planning,Copywriting,Seo And Analytics Ise,Editing And Proofreading,Multi-Format Content Creation,Digital Marketing Integration,Brand Voice Consistency,Ai-Assisted Writing,Team Leadership,Project And Performance Management,,,,,,,,,,,,,,,,,,,,,,,,,
CW-119,Copywriter,Fresher,0-1,Create engaging copy for websites and social media; Apply basic SEO practices; Research content topics; Edit and proofread content; Publish content using CMS; Adapt tone to audience; Collaborate with marketing teams; Leverage AI tools for writing; Meet deadlines; Support content tracking,Copywriting; SEO; CMS; AI Tools; Storytelling; Grammar; Research; Creativity; Communication; Collaboration,Grammar And Punctuation,Storytelling,Basic Seo,Content Research,Cms Familiarity,Ai Writing Tools Awareness,Creativity,Time Management,Communication,Team Collaboration,,,,,,,,,,,,,,,,,,,,,,,,,
CW-120,Copywriter,Mid-Level,03-May,"Write compelling, SEO-optimized copy for campaigns; Edit and proofread content; Maintain brand voice consistency; Conduct research for accuracy; Collaborate with marketing and design teams; Use CMS and AI tools for content production; Support content strategy development; Mentor junior writers; Track content performance; Create multi-format content for digital channels",Copywriting; SEO; Editing; Brand Voice; CMS; AI Tools; Content Research; Storytelling; Collaboration; Creativity,Copywriting,Seo Optimization,Content Research,Editing And Proofreading,Brand Voice Consistency,Cms And Ai Tools Proficiency,Digital Marketing Knowledge,Storytelling,Collaboration,Creativity,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-F-001,Cybersecurity Analyst,Fresher,0-1,Assist in monitoring network traffic; Support in basic vulnerability scanning; Help configure firewalls and IDS tools; Document incidents and responses; Collaborate with team on risk assessments,Network Security; Penetration Testing; SIEM; Incident Response; Vulnerability Assessment; Firewalls; Malware Analysis; Risk Management,Python,C++,Linux,Firewall Configuration,Wireshark,Nessus,Snort,Encryption,Incident Response,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-F-002,Junior Security Analyst,Fresher,0-1,Assist in log monitoring; Conduct basic malware scans; Support compliance checks; Assist in encryption setup; Help prepare incident reports,Cryptography; Incident Response; Firewall Configuration; Malware Analysis; SIEM; Risk Assessment; ISO 27001,Javascript,Windows Security,Iso 27001,Wireshark,Metasploit,Cryptography Fundamentals,Team Collaboration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-F-003,Cybersecurity Intern,Fresher,0,Assist in daily system monitoring; Document and escalate incidents; Learn and apply penetration testing basics; Support vulnerability scans,Penetration Testing; NIST; Vulnerability Assessment; Malware Analysis; Network Security,Python,Linux Fundamentals,Nist,Snort,Antivirus Tools,Vulnerability Assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-F-004,Associate Cybersecurity Analyst,Fresher,0-1,Help configure security policies; Assist with incident logging; Participate in security awareness programs; Analyze basic threat alerts,Firewall Management; Incident Response; Vulnerability Scanning; SIEM; Network Security,Wireshark,Firewall,Linux Security,Incident Response,Gdpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-F-005,Entry-Level Security Analyst,Fresher,0-1,Perform basic threat analysis; Document vulnerabilities; Assist in antivirus updates; Work with team on security awareness,Risk Management; Vulnerability Assessment; Firewall Configuration; Malware Analysis; Incident Response,C++,Windows Security,Metasploit,Risk Assessment,Snort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-F-006,Trainee Security Analyst,Fresher,0-1,Assist in vulnerability assessments; Support SOC monitoring; Prepare incident response drafts; Shadow senior analysts,Network Security; Vulnerability Assessment; Penetration Testing; GDPR; Malware Analysis,Python,Linux Commands,Nessus,Network Security,Gdpr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-F-007,Cybersecurity Support Analyst,Fresher,0-1,Support in analyzing logs; Assist in firewall updates; Document cryptographic protocols; Provide support in compliance audits,Firewall Management; Cryptography; ISO 27001; Incident Response; SIEM,Wireshark,Firewall Rules,Cryptography,Iso 27001,Teamwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-F-008,Graduate Security Analyst,Fresher,0,Help detect malware; Participate in vulnerability scanning; Assist with incident triage; Maintain threat logs,Malware Analysis; Network Security; NIST; Incident Response; Firewall Configuration,Python,Windows/Linux,Nist,Snort,Antivirus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-F-009,Cybersecurity Trainee,Fresher,0,Support penetration testing activities; Learn and apply encryption methods; Help configure intrusion detection systems; Work with mentors on incident response,Penetration Testing; Encryption; Incident Response; Network Security; Malware Analysis,C++,Wireshark,Metasploit,Linux Security,Encryption Fundamentals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-F-010,Information Security Analyst - Fresher,Fresher,0-1,Assist in security audits; Help update security tools; Support SOC team with monitoring; Participate in vulnerability management,Vulnerability Assessment; SIEM; GDPR; Incident Response; Firewall Configuration,Python,Firewall,Gdpr,Nessus,Snort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-E-011,Cybersecurity Analyst,Experienced,03-May,Lead SOC operations; Perform threat hunting; Oversee risk assessments; Ensure compliance with standards; Reduce incident response times,Threat Hunting; SIEM; SOC; Incident Response; Risk Management; Cloud Security,Splunk,Qradar,Threat Hunting,Risk Management,Incident Response,Python,Bash,Cloud Security (Aws/Azure),,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-E-012,Senior Security Analyst,Experienced,04-Jun,Conduct advanced threat detection; Lead vulnerability management programs; Ensure cloud infrastructure security; Collaborate with cross-functional teams,Security Auditing; Compliance; Cloud Security; Incident Response; Vulnerability Assessment,Logrhythm,Vulnerability Management,Powershell,Cloud Security,Compliance (Gdpr,Pci-Dss),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-E-013,SOC Analyst,Experienced,02-Apr,Monitor SIEM alerts; Respond to incidents; Perform malware analysis; Maintain SOC dashboards,SIEM; Incident Response; SOC; Malware Analysis; Threat Hunting,Splunk,Qradar,Siem Tools,Network Defense,Incident Response,Python Scripting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-E-014,Lead Cybersecurity Analyst,Experienced,05-Jul,Lead incident response efforts; Oversee compliance checks; Mentor junior analysts; Develop risk mitigation strategies,Leadership; Risk Management; Threat Hunting; Compliance; SIEM,Threat Hunting,Splunk,Compliance,Risk Management,Team Leadership,Cloud Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-E-015,Cybersecurity Risk Analyst,Experienced,03-Jun,Conduct enterprise-wide risk assessments; Ensure compliance with GDPR and HIPAA; Automate risk reporting with scripts; Recommend remediation strategies,Risk Management; Compliance; Security Auditing; Incident Response; Vulnerability Assessment,Risk Management,Compliance Auditing,Python,Powershell,Splunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-E-016,Cloud Security Analyst,Experienced,04-Jul,Secure multi-cloud environments; Perform cloud-specific penetration testing; Collaborate with DevOps teams; Monitor compliance with cloud policies,Cloud Security; Penetration Testing; Compliance; SIEM; Risk Management,Aws Security,Azure Security,Gcp Security,Siem Tools,Firewall Management,Incident Response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-E-017,Information Security Specialist,Experienced,03-May,Conduct vulnerability assessments; Respond to advanced threats; Develop threat intelligence reports; Automate incident response scripts,Threat Intelligence; Incident Response; Vulnerability Assessment; SIEM; SOC,Vulnerability Management,Threat Intelligence,Splunk,Qradar,Python,Incident Response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-E-018,Cyber Defense Analyst,Experienced,04-Aug,Monitor SOC; Hunt advanced persistent threats; Conduct malware reverse engineering; Ensure compliance with PCI-DSS,SOC; Threat Hunting; Malware Analysis; Compliance; Incident Response,Soc Operations,Threat Hunting,Siem Tools,Compliance Auditing,Firewall Management,Malware Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-E-019,Senior Incident Response Analyst,Experienced,05-Sep,Lead incident investigations; Perform digital forensics; Coordinate response teams; Develop incident response playbooks,Incident Response; Forensics; Malware Analysis; Threat Hunting; SOC,Incident Response,Malware Analysis,Forensics,Threat Hunting,Splunk,Qradar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSA-E-020,Principal Security Analyst,Experienced,07-Oct,Manage enterprise security strategy; Lead large-scale security operations; Oversee compliance with multiple frameworks; Mentor junior analysts,Leadership; Risk Management; Cloud Security; SIEM; Threat Hunting; Compliance,Leadership,Risk Management,Siem Tools,Cloud Security,Compliance,Threat Detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA001,Data Analyst - Fresher,Entry-Level,0–1 year,Assist in analyzing datasets; Create dashboards; Perform data cleaning; Support reporting tasks,Data Analytics; BI; Entry-Level; Fresher; Reporting; Dashboard,Sql,Python,R,Sas,Tableau,Power Bi,Matplotlib,Seaborn,Excel Charts,Pandas,Mysql,Postgresql,Hadoop,Spark,Hypothesis Testing,Regression,,,,,,,,,,,,,,,,,,,
DA002,Data Analyst - Fresher,Entry-Level,0–1 year,Perform data extraction and cleaning; Create visualizations; Assist in generating business insights,Data Analytics; BI; Entry-Level; Fresher; Visualization; Reporting,Sql,Python,R,Tableau,Power Bi,Excel Charts,Pandas,Mysql,Postgresql,Hadoop,Spark,Basic Statistics,,,,,,,,,,,,,,,,,,,,,,,
DA003,Data Analyst - Fresher,Entry-Level,0–1 year,Assist with data cleaning and exploratory data analysis; Create reports; Perform visualizations for internship projects,Data Analytics; BI; Entry-Level; Fresher; Reporting; Data Cleaning,Sql,Python,R,Sas,Tableau,Power Bi,Matplotlib,Seaborn,Pandas,Excel Functions,Mysql,Postgresql,Hadoop,Spark,Regression,Hypothesis Testing,,,,,,,,,,,,,,,,,,,
DA004,Data Analyst - Fresher,Entry-Level,0–1 year,Support data extraction and cleaning; Generate dashboards and insights for small projects,Data Analytics; BI; Entry-Level; Fresher; Visualization; Dashboard,Sql,Python,R,Tableau,Power Bi,Excel,Pandas,Mysql,Postgresql,Hadoop,Spark,Regression,Hypothesis Testing,,,,,,,,,,,,,,,,,,,,,,
DA005,Data Analyst - Fresher,Entry-Level,0–1 year,Assist in cleaning datasets; Build simple dashboards; Perform exploratory analysis; Support reporting tasks,Data Analytics; BI; Entry-Level; Fresher; Dashboard; Data Cleaning,Sql,Python,R,Sas,Tableau,Power Bi,Matplotlib,Seaborn,Pandas,Mysql,Postgresql,Hadoop,Spark,Regression,Hypothesis Testing,,,,,,,,,,,,,,,,,,,,
DA006,Data Analyst - Fresher,Entry-Level,0–1 year,"Support teams in analyzing datasets; Perform data cleaning; Visualize insights using Tableau, Power BI, and Python",Data Analytics; BI; Entry-Level; Fresher; Reporting; Data Visualization,Sql,Python,R,Tableau,Power Bi,Matplotlib,Seaborn,Pandas,Excel Functions,Mysql,Postgresql,Hadoop,Spark,Regression,Hypothesis Testing,,,,,,,,,,,,,,,,,,,,
DA007,Data Analyst - Fresher,Entry-Level,0–1 year,Assist in ETL processes; Perform data cleaning; Build dashboards for small projects,Data Analytics; BI; Entry-Level; Fresher; ETL; Dashboard,Sql,Python,R,Tableau,Power Bi,Excel Charts,Pandas,Mysql,Postgresql,Hadoop,Spark,Regression,Hypothesis Testing,,,,,,,,,,,,,,,,,,,,,,
DA008,Data Analyst - Fresher,Entry-Level,0–1 year,Perform data cleaning; Generate dashboards; Assist in exploratory analysis using Python and Excel,Data Analytics; BI; Entry-Level; Fresher; Data Cleaning; Dashboard,Sql,Python,R,Tableau,Power Bi,Excel Charts,Pandas,Mysql,Postgresql,Hadoop,Spark,Regression,Hypothesis Testing,,,,,,,,,,,,,,,,,,,,,,
DA009,Data Analyst - Fresher,Entry-Level,0–1 year,Assist teams with SQL queries; Process data using Python; Build visual dashboards for analytics projects,Data Analytics; BI; Entry-Level; Fresher; Data Visualization; Reporting,Sql,Python,R,Sas,Tableau,Power Bi,Matplotlib,Seaborn,Pandas,Excel Functions,Mysql,Postgresql,Hadoop,Spark,Regression,Hypothesis Testing,,,,,,,,,,,,,,,,,,,
DA010,Data Analyst - Experienced,Senior-Level,4–8 years,Lead analytics projects; Develop predictive models; Optimize ETL pipelines; Create advanced dashboards for stakeholders,Data Analytics; BI; Senior-Level; Predictive Modeling; Reporting; ETL,Predictive Modeling,Machine Learning Algorithms,A/B Testing,Time-Series Analysis,Sql,Python,R,Sas,Tableau,Power Bi,Looker,Google Data Studio,Etl,Bigquery,Snowflake,Redshift,Hadoop,Spark,Kafka,,,,,,,,,,,,,,,,
DA011,Data Analyst - Experienced,Senior-Level,5–9 years,Design and implement advanced analytics solutions; Optimize database performance; Generate actionable insights for business teams,Data Analytics; BI; Senior-Level; Advanced Analytics; ETL; Dashboards,Predictive Modeling,Machine Learning,Time-Series Forecasting,Sql,Python,R,Sas,Tableau,Power Bi,Looker,Etl,Data Warehousing,Hadoop,Spark,Kafka,Hypothesis Testing,Statistical Modeling,,,,,,,,,,,,,,,,,,
DA012,Data Analyst - Experienced,Senior-Level,6+ years,Lead business intelligence projects; Develop predictive models; Manage ETL processes; Mentor junior analysts,Data Analytics; BI; Senior-Level; Predictive Modeling; ETL; Leadership,Predictive Modeling,Analytics,Machine Learning,Sql,Python,R,Sas,Tableau,Power Bi,Looker,Google Data Studio,Etl Pipelines,Bigquery,Snowflake,Redshift,Hadoop,Spark,Kafka,,,,,,,,,,,,,,,,,
DA013,Data Analyst - Experienced,Senior-Level,5–8 years,Develop advanced dashboards; Optimize SQL queries; Implement ETL workflows; Provide data-driven recommendations to business leaders,Data Analytics; BI; Senior-Level; Dashboards; ETL; Reporting,Sql,Python,R,Predictive Modeling,Machine Learning,Tableau,Power Bi,Looker,Google Data Studio,Etl Workflows,Data Engineering,Hadoop,Spark,Kafka,,,,,,,,,,,,,,,,,,,,,
DA014,Data Analyst - Experienced,Senior-Level,6–10 years,Lead analytics and BI projects; Manage data pipelines; Develop predictive models; Mentor junior analysts,Data Analytics; BI; Senior-Level; Leadership; ETL; Predictive Modeling,Predictive Modeling,Machine Learning,Analytics,Sql,Python,R,Sas,Tableau,Power Bi,Looker,Google Data Studio,Etl Pipelines,Bigquery,Snowflake,Redshift,Hadoop,Spark,Kafka,,,,,,,,,,,,,,,,,
DA015,Data Analyst - Experienced,Senior-Level,5–9 years,Design and implement analytics dashboards; Optimize data workflows; Lead data initiatives across teams,Data Analytics; BI; Senior-Level; Dashboards; Data Engineering; Predictive Analytics,Sql,Python,R,Predictive Modeling,Machine Learning,Tableau,Power Bi,Looker,Google Data Studio,Etl Pipelines,Bigquery,Snowflake,Hadoop,Spark,Kafka,,,,,,,,,,,,,,,,,,,,
DA016,Data Analyst - Experienced,Senior-Level,7+ years,Lead analytics initiatives; Design predictive models; Manage ETL pipelines; Mentor junior analysts,Data Analytics; BI; Senior-Level; Leadership; Predictive Analytics; ETL,Sql,Python,R,Predictive Modeling,Machine Learning,Tableau,Power Bi,Looker,Etl Pipelines,Bigquery,Snowflake,Redshift,Hadoop,Spark,Kafka,,,,,,,,,,,,,,,,,,,,
DA017,Data Analyst - Experienced,Senior-Level,6+ years,Manage large-scale analytics projects; Implement predictive models; Optimize SQL and ETL workflows; Provide insights to business leadership,Data Analytics; BI; Senior-Level; Dashboards; ETL; Predictive Modeling,Sql,Python,R,Sas,Predictive Modeling,Machine Learning,Tableau,Power Bi,Looker,Etl Pipelines,Bigquery,Snowflake,Hadoop,Spark,Kafka,,,,,,,,,,,,,,,,,,,,
DA018,Data Analyst - Experienced,Senior-Level,5–9 years,Design and implement analytics dashboards; Optimize data workflows; Lead data projects across teams,Data Analytics; BI; Senior-Level; Dashboards; Data Engineering; Reporting,Sql,Python,R,Predictive Modeling,Machine Learning,Tableau,Power Bi,Looker,Etl Pipelines,Bigquery,Snowflake,Hadoop,Spark,Kafka,,,,,,,,,,,,,,,,,,,,,
DA019,Data Analyst - Experienced,Senior-Level,6–10 years,Lead analytics and BI projects; Manage data pipelines; Develop predictive models; Mentor junior analysts,Data Analytics; BI; Senior-Level; Leadership; Predictive Analytics; ETL,Sql,Python,R,Predictive Modeling,Machine Learning,Tableau,Power Bi,Looker,Etl Pipelines,Bigquery,Snowflake,Hadoop,Spark,Kafka,,,,,,,,,,,,,,,,,,,,,
DA020,Data Analyst - Experienced,Senior-Level,5–9 years,Manage large-scale analytics projects; Implement predictive models; Optimize SQL and ETL workflows; Provide insights to business leadership,Data Analytics; BI; Senior-Level; Dashboards; ETL; Predictive Analytics,Sql,Python,R,Predictive Modeling,Machine Learning,Tableau,Power Bi,Looker,Etl Pipelines,Bigquery,Snowflake,Hadoop,Spark,Kafka,,,,,,,,,,,,,,,,,,,,,
DE-F-001,Data Engineer,Fresher,0-1,Assist in developing basic ETL pipelines; Support database management tasks; Work on structured and unstructured data; Collaborate with senior engineers on big data tools; Learn and apply cloud platform fundamentals,Python; SQL; ETL; Big Data; AWS; Hadoop; MongoDB; Data Engineering Fundamentals,Python,Java,Sql,Postgresql,Mongodb,Hadoop,Spark,Etl Fundamentals,Aws,Azure Fundamentals,,,,,,,,,,,,,,,,,,,,,,,,,
DE-F-002,Data Engineer,Fresher,0-1,Assist in building simple data pipelines; Support ETL processes; Perform data cleaning and preprocessing; Help in maintaining NoSQL and relational databases; Participate in data modeling exercises,ETL; Python; SQL; Airflow; Data Cleaning; MongoDB; Spark Basics,Python,Scala,Mysql,Mongodb,Airflow,Linux,Spark Fundamentals,Data Modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE-F-003,Data Engineer,Fresher,0-1,Work with structured query languages; Support pipeline development; Assist in cloud data storage integration; Collaborate with developers on data validation; Apply problem-solving to debug issues,Python; SQL; PostgreSQL; AWS; Hadoop; ETL Fundamentals,Python,Java,Postgresql,Mongodb,Aws S3,Azure,Hadoop Fundamentals,Analytical Thinking,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE-F-004,Data Engineer,Fresher,0-1,Assist in maintaining data warehouses; Perform SQL query optimization under guidance; Help in data ingestion tasks; Learn workflow orchestration basics; Support analytics team with clean data,Python; SQL; ETL; Data Warehousing; Hadoop Basics,Sql,Python,Java,Mongodb,Hadoop,Data Structures,Etl Tools Introduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE-F-005,Data Engineer,Fresher,0-1,Assist in building simple pipelines; Support cloud migration projects; Perform basic ETL workflows; Work with structured and unstructured data formats; Support data validation tasks,SQL; ETL; Python; MongoDB; Airflow; AWS; Spark Basics,Python,Scala,Postgresql,Mongodb,Airflow Fundamentals,Spark,Aws Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE-F-006,Data Engineer,Fresher,0-1,Assist in managing databases; Support ETL and pipeline processes; Help with data quality checks; Collaborate on cloud-based data solutions; Work under mentorship on Hadoop/Spark tasks,Python; SQL; ETL; AWS; Data Engineering Fundamentals,Python,Java,Postgresql,Linux,Sql,Etl Fundamentals,Aws S3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE-F-007,Data Engineer,Fresher,0-1,Assist in developing basic data models; Work with ETL testing processes; Collaborate on building pipelines; Learn cloud tools; Support troubleshooting,ETL; Python; SQL; Azure; Hadoop Basics,Python,Scala,Postgresql,Mongodb,Data Modeling,Azure Fundamentals,Hadoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE-F-008,Data Engineer,Fresher,0-1,Assist senior engineers in data pipeline workflows; Support monitoring of ETL processes; Participate in pipeline testing; Collaborate in cross-functional teams; Perform debugging of queries,SQL; Python; ETL; Airflow; AWS,Python,Java,Sql,Mongodb,Airflow,Aws,Linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE-F-009,Data Engineer,Fresher,0-1,Support data ingestion processes; Work on ETL fundamentals; Assist with cloud storage management; Help optimize queries under guidance; Participate in data testing,Python; SQL; PostgreSQL; Hadoop; AWS,Python,Sql,Postgresql,Mongodb,Hadoop,Aws Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE-F-010,Data Engineer,Fresher,0-1,Assist in Spark-based tasks; Support pipeline testing; Work on database administration basics; Collaborate on ETL workflows; Support cloud deployments,SQL; Python; ETL; Spark Basics; Azure,Python,Java,Sql,Mongodb,Spark Fundamentals,Azure,Etl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE-E-001,Data Engineer,Experienced,02-Mar,Develop and maintain robust ETL pipelines; Optimize SQL queries for large-scale datasets; Work with big data technologies; Deploy pipelines on AWS cloud; Ensure data quality and governance,Python; SQL; Spark; Kafka; ETL; AWS; Data Warehousing,Python,Scala,Java,Sql Optimization,Apache Spark,Kafka,Airflow,Aws S3,Redshift,,,,,,,,,,,,,,,,,,,,,,,,,,
DE-E-002,Data Engineer,Experienced,03-Apr,Build scalable data pipelines; Implement data quality frameworks; Work on Snowflake and Redshift; Collaborate with analysts to deliver insights; Automate ETL processes using Airflow,Python; SQL; ETL; Snowflake; Kafka; Airflow; AWS,Python,Java,Sql,Apache Kafka,Snowflake,Airflow,Aws Glue,Hadoop,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE-E-003,Data Engineer,Experienced,04-May,Develop streaming pipelines with Kafka and Flink; Implement data warehousing solutions; Model data with partitioning and indexing; Optimize pipeline performance; Collaborate with product teams on data requirements,Scala; Python; SQL; Kafka; Flink; BigQuery; Databricks,Scala,Python,Sql,Kafka,Flink,Databricks,Gcp Bigquery,Data Modeling,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE-E-004,Data Engineer,Experienced,5+,Lead development of data architecture; Manage large-scale Spark jobs; Implement governance and compliance controls; Mentor junior engineers; Deploy scalable pipelines on cloud,Python; SQL; Spark; Hadoop; AWS; Snowflake; Airflow,Python,Sql,Spark,Hadoop,Aws Emr,Snowflake,Data Modeling,Airflow,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE-E-005,Data Engineer,Experienced,02-Mar,Build real-time data pipelines; Integrate structured and unstructured data sources; Collaborate with data science teams; Ensure pipeline scalability and reliability; Automate workflows,SQL; Python; Kafka; Airflow; BigQuery,Java,Python,Sql,Kafka,Airflow,Gcp Bigquery,Mongodb,Data Partitioning,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE-E-006,Data Engineer,Experienced,03-May,Develop scalable ETL pipelines; Manage AWS-based big data workflows; Implement data governance best practices; Design star-schema models; Work closely with DevOps for CI/CD pipelines,SQL; Python; AWS Glue; Snowflake; Databricks; Flink,Python,Scala,Sql Optimization,Aws Glue,Databricks,Flink,Snowflake,Airflow,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE-E-007,Data Engineer,Experienced,04-May,Maintain high-volume data pipelines; Optimize data storage and retrieval; Collaborate with stakeholders to design data strategy; Ensure pipeline performance SLAs; Contribute to architecture decisions,SQL; Python; Spark; Kafka; AWS; Airflow,Python,Java,Sql,Spark,Kafka,Aws Redshift,Azure Data Lake,Airflow,,,,,,,,,,,,,,,,,,,,,,,,,,,
